bar_time,ticks_in_bar,open,high,low,idx_high,idx_low,order,running_hash
2026.07.09 06:01:00,153,1.14250,1.14254,1.14246,127,3,LOW_FIRST,17683075601707184467
2026.07.09 06:02:00,134,1.14247,1.14250,1.14246,14,91,HIGH_FIRST,13191093779818385065
2026.07.09 06:03:00,142,1.14248,1.14251,1.14246,32,28,LOW_FIRST,17479588078988645850
2026.07.09 06:04:00,113,1.14248,1.14255,1.14244,80,8,LOW_FIRST,3986392162069971582
2026.07.09 06:05:00,120,1.14254,1.14258,1.14251,86,36,LOW_FIRST,17648889791130881274
2026.07.09 06:06:00,200,1.14258,1.14260,1.14251,47,72,HIGH_FIRST,14197756857066921522
2026.07.09 06:07:00,131,1.14252,1.14255,1.14251,66,3,LOW_FIRST,16649315301620696483
2026.07.09 06:08:00,118,1.14252,1.14258,1.14251,115,39,LOW_FIRST,681248204465629391
2026.07.09 06:09:00,131,1.14257,1.14262,1.14256,21,9,LOW_FIRST,7945284845979026776
2026.07.09 06:10:00,141,1.14259,1.14260,1.14248,2,73,HIGH_FIRST,8654962111463508723
2026.07.09 06:11:00,155,1.14255,1.14259,1.14251,151,89,LOW_FIRST,14138524327485925289
2026.07.09 06:12:00,167,1.14259,1.14259,1.14247,0,91,HIGH_FIRST,3188652995241645485
2026.07.09 06:13:00,134,1.14252,1.14255,1.14248,18,62,HIGH_FIRST,985842450307223064
2026.07.09 06:14:00,200,1.14252,1.14262,1.14252,109,0,LOW_FIRST,18008637898571668301
2026.07.09 06:15:00,243,1.14257,1.14257,1.14243,0,35,HIGH_FIRST,13258341729680506160
2026.07.09 06:16:00,187,1.14245,1.14249,1.14242,49,114,HIGH_FIRST,3910178666961506613
2026.07.09 06:17:00,134,1.14244,1.14249,1.14234,67,115,HIGH_FIRST,16914107683301981690
2026.07.09 06:18:00,215,1.14235,1.14239,1.14230,136,147,HIGH_FIRST,17390246092017893085
2026.07.09 06:19:00,103,1.14237,1.14240,1.14234,5,91,HIGH_FIRST,619201878312848174
2026.07.09 06:20:00,154,1.14239,1.14239,1.14231,0,36,HIGH_FIRST,14199841334502064107
2026.07.09 06:21:00,157,1.14236,1.14240,1.14228,75,139,HIGH_FIRST,9752049034181786355
2026.07.09 06:22:00,112,1.14237,1.14241,1.14234,61,16,LOW_FIRST,2434999651687582024
2026.07.09 06:23:00,209,1.14238,1.14238,1.14218,0,81,HIGH_FIRST,2230264380404977559
2026.07.09 06:24:00,117,1.14237,1.14245,1.14235,60,6,LOW_FIRST,4052168721733285782
2026.07.09 06:25:00,99,1.14243,1.14257,1.14241,74,20,LOW_FIRST,2885304893708840936
2026.07.09 06:26:00,156,1.14254,1.14269,1.14252,96,2,LOW_FIRST,809595483577973924
2026.07.09 06:27:00,107,1.14265,1.14267,1.14260,3,103,HIGH_FIRST,999789000602163243
2026.07.09 06:28:00,142,1.14259,1.14263,1.14256,20,52,HIGH_FIRST,7145013261877841011
2026.07.09 06:29:00,103,1.14260,1.14265,1.14256,103,16,LOW_FIRST,5013242535940307287
2026.07.09 06:30:00,192,1.14265,1.14283,1.14260,122,17,LOW_FIRST,11123788112197934510
2026.07.09 06:31:00,174,1.14274,1.14289,1.14265,126,54,LOW_FIRST,7563459752083360166
2026.07.09 06:32:00,185,1.14285,1.14295,1.14282,137,2,LOW_FIRST,7155568248089294896
2026.07.09 06:33:00,186,1.14295,1.14304,1.14292,119,6,LOW_FIRST,10605383624869825773
2026.07.09 06:34:00,203,1.14301,1.14302,1.14283,3,195,HIGH_FIRST,13333263751700964104
2026.07.09 06:35:00,205,1.14284,1.14300,1.14281,186,10,LOW_FIRST,11786722398051326808
2026.07.09 06:36:00,154,1.14298,1.14301,1.14291,128,83,LOW_FIRST,2773397136707114939
2026.07.09 06:37:00,166,1.14297,1.14303,1.14295,164,74,LOW_FIRST,6588746639213065585
2026.07.09 06:38:00,128,1.14299,1.14305,1.14298,80,122,HIGH_FIRST,4003416407093156600
2026.07.09 06:39:00,176,1.14298,1.14299,1.14290,18,140,HIGH_FIRST,13941703744818903814
2026.07.09 06:40:00,180,1.14298,1.14302,1.14291,55,164,HIGH_FIRST,12558961286476958751
2026.07.09 06:41:00,159,1.14293,1.14301,1.14292,127,2,LOW_FIRST,9873715474482732387
2026.07.09 06:42:00,111,1.14298,1.14300,1.14287,10,101,HIGH_FIRST,7129420119302773663
2026.07.09 06:43:00,151,1.14287,1.14289,1.14278,6,104,HIGH_FIRST,6841665227499681875
2026.07.09 06:44:00,141,1.14279,1.14282,1.14270,134,90,LOW_FIRST,12815780146642308739
2026.07.09 06:45:00,162,1.14282,1.14282,1.14268,0,110,HIGH_FIRST,1720693342786267126
2026.07.09 06:46:00,109,1.14272,1.14277,1.14266,32,84,HIGH_FIRST,13827221825480421325
2026.07.09 06:47:00,83,1.14268,1.14271,1.14266,68,19,LOW_FIRST,12757355190380287201
2026.07.09 06:48:00,119,1.14269,1.14270,1.14267,2,5,HIGH_FIRST,6763220391271149700
2026.07.09 06:49:00,86,1.14269,1.14272,1.14261,4,64,HIGH_FIRST,18277131113728770854
2026.07.09 06:50:00,117,1.14262,1.14267,1.14259,81,28,LOW_FIRST,9798251074644842657
2026.07.09 06:51:00,96,1.14264,1.14272,1.14263,40,2,LOW_FIRST,1325372753057876807
2026.07.09 06:52:00,145,1.14272,1.14275,1.14268,69,6,LOW_FIRST,4424207635802396578
2026.07.09 06:53:00,143,1.14273,1.14290,1.14259,141,6,LOW_FIRST,8060242846762860970
2026.07.09 06:54:00,116,1.14289,1.14290,1.14279,32,99,HIGH_FIRST,16291902634367134524
2026.07.09 06:55:00,127,1.14283,1.14286,1.14267,13,74,HIGH_FIRST,4244956352083928993
2026.07.09 06:56:00,163,1.14276,1.14278,1.14268,15,38,HIGH_FIRST,15966972412513503974
2026.07.09 06:57:00,127,1.14272,1.14273,1.14267,36,127,HIGH_FIRST,17456767353367348292
2026.07.09 06:58:00,96,1.14268,1.14273,1.14264,93,11,LOW_FIRST,9188346030390983448
2026.07.09 06:59:00,147,1.14272,1.14272,1.14266,0,96,HIGH_FIRST,15458264746952193035
2026.07.09 07:00:00,219,1.14268,1.14272,1.14262,7,125,HIGH_FIRST,3861129536007406785
2026.07.09 07:01:00,199,1.14263,1.14266,1.14255,76,169,HIGH_FIRST,15900281447421576470
2026.07.09 07:02:00,177,1.14260,1.14266,1.14256,127,26,LOW_FIRST,1479627805014533877
2026.07.09 07:03:00,205,1.14258,1.14260,1.14248,68,27,LOW_FIRST,5154949436819434789
2026.07.09 07:04:00,134,1.14257,1.14262,1.14257,110,0,LOW_FIRST,16488878549449892210
2026.07.09 07:05:00,191,1.14261,1.14268,1.14261,130,0,LOW_FIRST,9187192301851632453
2026.07.09 07:06:00,161,1.14266,1.14272,1.14266,28,0,LOW_FIRST,6110581073421260217
2026.07.09 07:07:00,136,1.14269,1.14275,1.14267,31,4,LOW_FIRST,12325624800266884620
2026.07.09 07:08:00,163,1.14270,1.14275,1.14267,50,90,HIGH_FIRST,16363975453247907555
2026.07.09 07:09:00,106,1.14268,1.14272,1.14268,45,0,LOW_FIRST,17914647526118853195
2026.07.09 07:10:00,159,1.14270,1.14274,1.14267,48,34,LOW_FIRST,10769409219094322891
2026.07.09 07:11:00,141,1.14272,1.14274,1.14262,53,115,HIGH_FIRST,8874310886519670658
2026.07.09 07:12:00,92,1.14262,1.14264,1.14257,8,73,HIGH_FIRST,14974953408515642998
2026.07.09 07:13:00,102,1.14259,1.14267,1.14256,72,38,LOW_FIRST,5840959910860160258
2026.07.09 07:14:00,197,1.14263,1.14267,1.14261,28,9,LOW_FIRST,778145950542334768
2026.07.09 07:15:00,114,1.14265,1.14266,1.14257,29,109,HIGH_FIRST,10837537231273181584
2026.07.09 07:16:00,105,1.14257,1.14258,1.14244,2,27,HIGH_FIRST,16309561085330404772
2026.07.09 07:17:00,156,1.14255,1.14256,1.14241,2,145,HIGH_FIRST,2070712113858785870
2026.07.09 07:18:00,144,1.14243,1.14245,1.14232,30,39,HIGH_FIRST,14752629661040559594
2026.07.09 07:19:00,116,1.14238,1.14241,1.14232,24,108,HIGH_FIRST,7891209176797828222
2026.07.09 07:20:00,136,1.14233,1.14244,1.14231,121,3,LOW_FIRST,6426067000504707111
2026.07.09 07:21:00,170,1.14242,1.14255,1.14240,94,11,LOW_FIRST,3859000566371177284
2026.07.09 07:22:00,112,1.14255,1.14256,1.14250,26,45,HIGH_FIRST,2974706310542524010
2026.07.09 07:23:00,100,1.14253,1.14259,1.14252,50,8,LOW_FIRST,3270994768303298357
2026.07.09 07:24:00,87,1.14256,1.14257,1.14250,7,49,HIGH_FIRST,13571425662557365340
2026.07.09 07:25:00,114,1.14252,1.14259,1.14251,60,4,LOW_FIRST,16537324378685928741
2026.07.09 07:26:00,158,1.14257,1.14260,1.14253,125,16,LOW_FIRST,4190063372960279155
2026.07.09 07:27:00,120,1.14257,1.14260,1.14253,19,106,HIGH_FIRST,12291663695889174414
2026.07.09 07:28:00,99,1.14258,1.14261,1.14250,12,57,HIGH_FIRST,14152434107660704656
2026.07.09 07:29:00,90,1.14256,1.14261,1.14252,46,76,HIGH_FIRST,4677860668421242870
2026.07.09 07:30:00,157,1.14255,1.14261,1.14252,63,4,LOW_FIRST,11563407506279690023
